-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS2M_MIN,2006,20.5,90.0,0.63,0.12,0.39,0.2,0.67,0.88,1.94,0.35,0.59,0.1,1.42,0.45,0.1
WS2M_MIN,2006,20.5,90.625,0.39,0.15,0.34,0.52,0.25,1.7,2.37,1.15,0.33,0.14,1.59,0.13,0.13
WS2M_MIN,2006,20.5,91.25,0.51,0.39,1.09,0.29,0.79,0.29,2.36,2.07,0.25,0.32,1.26,0.03,0.03
WS2M_MIN,2006,20.5,91.875,0.9,0.05,0.63,0.26,0.68,0.44,0.76,1.29,0.37,0.46,0.54,0.31,0.05
WS2M_MIN,2006,20.5,92.5,0.16,0.17,0.05,0.22,0.59,0.59,0.98,0.19,0.44,0.15,0.17,0.38,0.05
WS2M_MIN,2006,21.0,88.75,0.53,0.25,0.2,0.58,0.98,0.54,1.32,0.74,0.52,0.21,1.03,0.18,0.18
WS2M_MIN,2006,21.0,89.375,0.71,0.45,0.37,0.48,0.92,1.14,1.29,0.62,0.61,0.24,0.38,0.31,0.24
WS2M_MIN,2006,21.0,90.0,0.9,0.28,0.35,0.06,0.33,0.28,2.48,0.84,0.55,0.08,0.79,0.22,0.06
WS2M_MIN,2006,21.0,90.625,0.35,0.26,0.26,0.46,0.64,1.59,2.6,1.69,0.12,0.12,1.29,0.01,0.01
WS2M_MIN,2006,21.0,91.25,0.47,0.74,0.85,0.25,1.3,0.75,2.37,1.06,0.43,0.46,0.9,0.03,0.03
WS2M_MIN,2006,21.0,91.875,0.54,0.02,0.31,0.09,0.25,0.65,1.65,0.58,0.57,0.46,0.89,0.26,0.02
WS2M_MIN,2006,21.0,92.5,0.06,0.04,0.06,0.05,0.07,0.02,0.23,0.18,0.03,0.04,0.06,0.08,0.02
WS2M_MIN,2006,21.5,88.75,0.32,0.3,0.25,0.19,0.51,0.6,1.34,0.24,0.46,0.0,0.26,0.15,0.0
WS2M_MIN,2006,21.5,89.375,0.28,0.21,0.29,0.15,0.36,1.06,1.09,0.94,0.88,0.17,0.29,0.02,0.02
WS2M_MIN,2006,21.5,90.0,0.14,0.19,0.15,0.06,0.53,0.77,2.67,1.31,0.29,0.11,0.26,0.19,0.06
WS2M_MIN,2006,21.5,90.625,0.15,0.29,0.41,0.3,0.25,1.01,2.63,1.16,0.46,0.06,0.45,0.35,0.06
WS2M_MIN,2006,21.5,91.25,0.22,0.22,0.73,0.2,0.69,0.28,2.76,1.03,0.19,0.14,0.05,0.34,0.05
WS2M_MIN,2006,21.5,91.875,0.39,0.09,0.41,0.15,0.43,0.49,1.9,0.28,0.36,0.16,0.91,0.19,0.09
WS2M_MIN,2006,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,22.0,88.75,0.06,0.21,0.24,0.12,0.03,0.4,0.43,0.26,0.41,0.05,0.22,0.3,0.03
WS2M_MIN,2006,22.0,89.375,0.35,0.04,0.19,0.09,0.11,0.17,0.51,0.35,0.32,0.12,0.08,0.11,0.04
WS2M_MIN,2006,22.0,90.0,0.04,0.1,0.13,0.22,0.17,0.28,0.81,0.46,0.09,0.15,0.14,0.15,0.04
WS2M_MIN,2006,22.0,90.625,0.15,0.11,0.09,0.09,0.12,0.28,2.15,0.33,0.37,0.22,0.21,0.14,0.09
WS2M_MIN,2006,22.0,91.25,0.14,0.32,0.38,0.32,0.21,0.16,2.37,0.74,0.16,0.17,0.52,0.36,0.14
WS2M_MIN,2006,22.0,91.875,0.11,0.19,0.21,0.14,0.52,0.64,1.63,0.51,0.1,0.11,0.3,0.03,0.03
WS2M_MIN,2006,22.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,22.5,88.75,0.13,0.13,0.02,0.16,0.13,0.3,0.09,0.07,0.07,0.02,0.09,0.2,0.02
WS2M_MIN,2006,22.5,89.375,0.14,0.09,0.13,0.25,0.11,0.21,0.16,0.24,0.13,0.08,0.24,0.08,0.08
WS2M_MIN,2006,22.5,90.0,0.09,0.05,0.05,0.12,0.39,0.31,0.84,0.25,0.19,0.04,0.15,0.09,0.04
WS2M_MIN,2006,22.5,90.625,0.08,0.14,0.1,0.16,0.06,0.27,1.35,0.09,0.38,0.08,0.02,0.05,0.02
WS2M_MIN,2006,22.5,91.25,0.11,0.32,0.1,0.16,0.3,0.55,1.68,0.62,0.08,0.09,0.15,0.05,0.05
WS2M_MIN,2006,22.5,91.875,0.25,0.1,0.17,0.09,0.07,0.33,1.02,0.06,0.08,0.09,0.17,0.18,0.06
WS2M_MIN,2006,22.5,92.5,0.0,0.03,0.04,0.01,0.03,0.03,0.08,0.01,0.03,0.01,0.01,0.03,0.0
WS2M_MIN,2006,23.0,88.75,0.09,0.11,0.06,0.09,0.18,0.06,0.28,0.3,0.05,0.04,0.17,0.24,0.04
WS2M_MIN,2006,23.0,89.375,0.06,0.13,0.08,0.02,0.27,0.17,0.05,0.17,0.06,0.05,0.3,0.05,0.02
WS2M_MIN,2006,23.0,90.0,0.1,0.1,0.17,0.11,0.28,0.25,0.56,0.14,0.23,0.08,0.06,0.05,0.05
WS2M_MIN,2006,23.0,90.625,0.12,0.13,0.11,0.25,0.04,0.13,1.08,0.16,0.27,0.13,0.04,0.05,0.04
WS2M_MIN,2006,23.0,91.25,0.06,0.29,0.15,0.11,0.2,0.13,0.65,0.57,0.04,0.04,0.12,0.07,0.04
WS2M_MIN,2006,23.0,91.875,0.01,0.03,0.03,0.01,0.02,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0
WS2M_MIN,2006,23.0,92.5,0.04,0.02,0.02,0.01,0.04,0.04,0.06,0.01,0.02,0.01,0.02,0.04,0.01
WS2M_MIN,2006,23.5,88.75,0.14,0.05,0.02,0.06,0.19,0.14,0.16,0.08,0.04,0.03,0.23,0.21,0.02
WS2M_MIN,2006,23.5,89.375,0.15,0.07,0.07,0.14,0.08,0.09,0.26,0.08,0.13,0.04,0.35,0.29,0.04
WS2M_MIN,2006,23.5,90.0,0.21,0.01,0.21,0.05,0.07,0.16,0.53,0.09,0.21,0.02,0.09,0.19,0.01
WS2M_MIN,2006,23.5,90.625,0.09,0.13,0.11,0.17,0.13,0.06,0.83,0.05,0.01,0.04,0.18,0.02,0.01
WS2M_MIN,2006,23.5,91.25,0.24,0.11,0.1,0.05,0.13,0.11,0.56,0.27,0.12,0.13,0.07,0.2,0.05
WS2M_MIN,2006,23.5,91.875,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,24.0,88.75,0.11,0.1,0.02,0.1,0.13,0.16,0.52,0.33,0.11,0.02,0.11,0.19,0.02
WS2M_MIN,2006,24.0,89.375,0.24,0.06,0.09,0.11,0.11,0.15,0.72,0.59,0.06,0.06,0.14,0.06,0.06
WS2M_MIN,2006,24.0,90.0,0.02,0.02,0.1,0.06,0.07,0.1,0.43,0.5,0.07,0.07,0.12,0.23,0.02
WS2M_MIN,2006,24.0,90.625,0.09,0.18,0.06,0.19,0.1,0.15,0.74,0.12,0.2,0.02,0.05,0.26,0.02
WS2M_MIN,2006,24.0,91.25,0.13,0.17,0.09,0.22,0.08,0.1,0.65,0.08,0.03,0.04,0.13,0.13,0.03
WS2M_MIN,2006,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2006,24.5,88.75,0.05,0.06,0.13,0.03,0.19,0.25,0.65,0.22,0.02,0.09,0.05,0.13,0.02
WS2M_MIN,2006,24.5,89.375,0.16,0.12,0.07,0.05,0.23,0.22,0.74,0.25,0.13,0.06,0.29,0.15,0.05
WS2M_MIN,2006,24.5,90.0,0.19,0.12,0.08,0.07,0.08,0.03,0.57,0.21,0.06,0.03,0.19,0.25,0.03
WS2M_MIN,2006,24.5,90.625,0.11,0.05,0.02,0.19,0.11,0.08,0.56,0.2,0.12,0.11,0.1,0.03,0.02
WS2M_MIN,2006,24.5,91.25,0.03,0.17,0.16,0.27,0.09,0.09,0.3,0.24,0.04,0.01,0.04,0.08,0.01
WS2M_MIN,2006,24.5,91.875,0.09,0.19,0.06,0.11,0.06,0.04,0.11,0.09,0.08,0.07,0.02,0.06,0.02
WS2M_MIN,2006,24.5,92.5,0.01,0.0,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0
WS2M_MIN,2006,25.0,88.75,0.06,0.04,0.22,0.12,0.13,0.2,0.57,0.19,0.06,0.05,0.04,0.08,0.04
WS2M_MIN,2006,25.0,89.375,0.1,0.07,0.18,0.01,0.32,0.05,0.12,0.25,0.1,0.02,0.08,0.16,0.01
WS2M_MIN,2006,25.0,90.0,0.04,0.1,0.09,0.15,0.06,0.12,0.61,0.13,0.06,0.04,0.07,0.08,0.04
WS2M_MIN,2006,25.0,90.625,0.18,0.15,0.04,0.06,0.06,0.11,0.05,0.1,0.03,0.07,0.11,0.23,0.03
WS2M_MIN,2006,25.0,91.25,0.09,0.11,0.14,0.04,0.06,0.09,0.07,0.18,0.06,0.07,0.12,0.17,0.04
WS2M_MIN,2006,25.0,91.875,0.06,0.24,0.2,0.13,0.23,0.09,0.17,0.11,0.09,0.06,0.15,0.11,0.06
WS2M_MIN,2006,25.0,92.5,0.06,0.08,0.08,0.06,0.08,0.07,0.08,0.1,0.06,0.09,0.07,0.01,0.01
WS2M_MIN,2006,25.5,88.75,0.08,0.01,0.04,0.04,0.16,0.18,0.48,0.09,0.03,0.06,0.15,0.17,0.01
WS2M_MIN,2006,25.5,89.375,0.05,0.08,0.04,0.14,0.07,0.26,0.39,0.09,0.03,0.05,0.03,0.19,0.03
WS2M_MIN,2006,25.5,90.0,0.11,0.04,0.09,0.06,0.05,0.01,0.16,0.13,0.07,0.06,0.22,0.07,0.01
WS2M_MIN,2006,25.5,90.625,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.05,0.01,0.02,0.02,0.03,0.01
WS2M_MIN,2006,25.5,91.25,0.08,0.05,0.2,0.01,0.28,0.22,0.15,0.07,0.05,0.05,0.13,0.15,0.01
WS2M_MIN,2006,25.5,91.875,0.09,0.06,0.21,0.2,0.18,0.17,0.1,0.1,0.14,0.02,0.08,0.11,0.02
WS2M_MIN,2006,25.5,92.5,0.04,0.06,0.11,0.07,0.07,0.03,0.13,0.03,0.05,0.02,0.03,0.02,0.02
WS2M_MIN,2006,26.0,88.75,0.01,0.04,0.06,0.09,0.13,0.26,0.03,0.07,0.12,0.08,0.05,0.02,0.01
WS2M_MIN,2006,26.0,89.375,0.05,0.02,0.07,0.14,0.24,0.13,0.05,0.18,0.01,0.04,0.05,0.02,0.01
WS2M_MIN,2006,26.0,90.0,0.02,0.04,0.08,0.04,0.11,0.11,0.21,0.09,0.05,0.1,0.03,0.05,0.02
WS2M_MIN,2006,26.0,90.625,0.06,0.08,0.1,0.05,0.07,0.04,0.05,0.06,0.05,0.01,0.06,0.15,0.01
WS2M_MIN,2006,26.0,91.25,0.14,0.22,0.09,0.12,0.15,0.12,0.02,0.01,0.08,0.09,0.15,0.23,0.01
WS2M_MIN,2006,26.0,91.875,0.02,0.06,0.01,0.04,0.06,0.02,0.04,0.02,0.05,0.02,0.06,0.02,0.01
WS2M_MIN,2006,26.0,92.5,0.0,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0
WS2M_MIN,2007,20.5,88.75,0.12,0.12,0.08,0.33,0.16,1.31,2.39,0.7,0.71,0.21,0.22,1.84,0.08
WS2M_MIN,2007,20.5,89.375,0.25,0.3,0.27,0.44,0.27,0.41,1.57,0.73,0.26,0.46,0.17,1.62,0.17
WS2M_MIN,2007,20.5,90.0,0.12,0.04,0.42,0.28,0.13,1.61,0.12,0.54,0.06,0.13,0.11,1.41,0.04
WS2M_MIN,2007,20.5,90.625,0.46,0.34,0.2,0.22,0.4,1.47,0.38,0.65,0.33,0.1,0.14,1.19,0.1
WS2M_MIN,2007,20.5,91.25,0.23,0.21,1.14,0.23,0.34,1.32,1.84,0.84,0.59,0.24,0.13,0.49,0.13
WS2M_MIN,2007,20.5,91.875,0.23,0.17,0.51,0.03,0.25,0.52,1.39,0.36,0.21,0.19,0.12,0.11,0.03
WS2M_MIN,2007,20.5,92.5,0.11,0.03,0.5,0.19,0.19,0.23,0.74,0.19,0.62,0.24,0.14,0.57,0.03
WS2M_MIN,2007,21.0,88.75,0.33,0.27,0.39,0.36,0.3,0.26,0.93,0.59,0.68,0.45,0.09,1.78,0.09
WS2M_MIN,2007,21.0,89.375,0.43,0.14,0.29,0.19,0.11,1.05,0.69,0.29,0.31,0.22,0.23,1.43,0.11
WS2M_MIN,2007,21.0,90.0,0.26,0.2,0.1,0.25,0.06,1.98,0.86,0.1,0.26,0.09,0.22,1.24,0.06
WS2M_MIN,2007,21.0,90.625,0.54,0.56,0.56,0.51,0.19,1.49,0.93,0.02,0.25,0.11,0.11,1.18,0.02
WS2M_MIN,2007,21.0,91.25,0.12,0.1,0.9,0.21,0.23,0.89,1.53,0.97,0.16,0.02,0.11,0.05,0.02
WS2M_MIN,2007,21.0,91.875,0.06,0.04,0.61,0.04,0.39,0.25,1.31,0.17,0.26,0.45,0.09,0.22,0.04
WS2M_MIN,2007,21.0,92.5,0.02,0.08,0.07,0.03,0.02,0.15,0.16,0.16,0.04,0.04,0.04,0.05,0.02
WS2M_MIN,2007,21.5,88.75,0.07,0.29,0.16,1.16,0.6,0.4,0.19,0.41,0.34,0.09,0.03,1.14,0.03
WS2M_MIN,2007,21.5,89.375,0.13,0.06,0.17,0.77,0.16,1.11,0.24,0.42,0.35,0.16,0.31,0.92,0.06
WS2M_MIN,2007,21.5,90.0,0.18,0.09,0.19,0.1,0.25,1.72,1.1,0.46,0.05,0.07,0.23,0.79,0.05
WS2M_MIN,2007,21.5,90.625,0.18,0.05,0.17,0.27,0.48,1.31,1.09,0.41,0.21,0.05,0.3,0.39,0.05
WS2M_MIN,2007,21.5,91.25,0.06,0.09,0.41,0.21,0.37,0.3,1.04,0.88,0.22,0.34,0.09,0.39,0.06
WS2M_MIN,2007,21.5,91.875,0.3,0.13,0.14,0.16,0.13,0.18,0.86,0.21,0.51,0.15,0.16,0.28,0.13
WS2M_MIN,2007,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,22.0,88.75,0.24,0.16,0.17,0.91,0.15,0.49,0.08,0.27,0.11,0.05,0.04,0.85,0.04
WS2M_MIN,2007,22.0,89.375,0.15,0.02,0.12,0.36,0.05,0.7,0.29,0.27,0.2,0.13,0.09,0.37,0.02
WS2M_MIN,2007,22.0,90.0,0.02,0.07,0.02,0.32,0.18,0.94,0.24,0.14,0.22,0.04,0.19,0.26,0.02
WS2M_MIN,2007,22.0,90.625,0.08,0.09,0.07,0.43,0.28,0.7,0.89,0.41,0.27,0.04,0.09,0.04,0.04
WS2M_MIN,2007,22.0,91.25,0.48,0.39,0.03,0.13,0.11,0.39,0.76,0.3,0.12,0.26,0.41,0.27,0.03
WS2M_MIN,2007,22.0,91.875,0.08,0.09,0.26,0.17,0.15,0.3,0.53,0.04,0.22,0.19,0.06,0.18,0.04
WS2M_MIN,2007,22.0,92.5,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,22.5,88.75,0.25,0.14,0.11,0.7,0.27,0.56,0.26,0.21,0.22,0.05,0.22,0.66,0.05
WS2M_MIN,2007,22.5,89.375,0.2,0.03,0.08,0.25,0.12,0.54,0.22,0.13,0.22,0.05,0.19,0.51,0.03
WS2M_MIN,2007,22.5,90.0,0.12,0.02,0.08,0.03,0.12,0.61,0.09,0.06,0.13,0.08,0.08,0.15,0.02
WS2M_MIN,2007,22.5,90.625,0.07,0.05,0.16,0.32,0.23,0.34,0.84,0.21,0.09,0.21,0.08,0.16,0.05
WS2M_MIN,2007,22.5,91.25,0.12,0.2,0.11,0.32,0.08,0.3,1.26,0.36,0.27,0.34,0.24,0.23,0.08
WS2M_MIN,2007,22.5,91.875,0.11,0.09,0.11,0.06,0.11,0.39,1.02,0.08,0.16,0.09,0.14,0.17,0.06
WS2M_MIN,2007,22.5,92.5,0.04,0.01,0.03,0.03,0.03,0.08,0.06,0.02,0.02,0.03,0.04,0.02,0.01
WS2M_MIN,2007,23.0,88.75,0.3,0.04,0.02,0.1,0.21,0.56,0.4,0.13,0.17,0.05,0.2,0.62,0.02
WS2M_MIN,2007,23.0,89.375,0.18,0.13,0.04,0.11,0.01,0.54,0.06,0.14,0.09,0.04,0.14,0.39,0.01
WS2M_MIN,2007,23.0,90.0,0.09,0.18,0.02,0.1,0.22,0.54,0.52,0.04,0.08,0.05,0.18,0.14,0.02
WS2M_MIN,2007,23.0,90.625,0.15,0.1,0.09,0.16,0.1,0.32,0.83,0.05,0.06,0.05,0.14,0.16,0.05
WS2M_MIN,2007,23.0,91.25,0.14,0.08,0.09,0.13,0.04,0.17,0.85,0.33,0.05,0.13,0.06,0.05,0.04
WS2M_MIN,2007,23.0,91.875,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,23.0,92.5,0.03,0.03,0.04,0.04,0.02,0.06,0.04,0.03,0.01,0.02,0.01,0.01,0.01
WS2M_MIN,2007,23.5,88.75,0.21,0.13,0.15,0.21,0.09,0.47,0.39,0.24,0.06,0.08,0.33,0.64,0.06
WS2M_MIN,2007,23.5,89.375,0.22,0.11,0.09,0.16,0.12,0.49,0.25,0.03,0.08,0.04,0.27,0.37,0.03
WS2M_MIN,2007,23.5,90.0,0.06,0.02,0.03,0.0,0.16,0.56,0.3,0.16,0.06,0.04,0.09,0.43,0.0
WS2M_MIN,2007,23.5,90.625,0.13,0.17,0.04,0.17,0.13,0.32,0.64,0.17,0.13,0.14,0.18,0.18,0.04
WS2M_MIN,2007,23.5,91.25,0.15,0.13,0.03,0.11,0.08,0.21,0.63,0.04,0.18,0.04,0.18,0.16,0.03
WS2M_MIN,2007,23.5,91.875,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,24.0,88.75,0.19,0.16,0.12,0.21,0.02,0.54,0.36,0.01,0.12,0.13,0.46,0.4,0.01
WS2M_MIN,2007,24.0,89.375,0.16,0.12,0.11,0.18,0.02,0.68,0.27,0.09,0.19,0.03,0.16,0.37,0.02
WS2M_MIN,2007,24.0,90.0,0.06,0.16,0.05,0.65,0.07,0.52,0.35,0.08,0.09,0.06,0.05,0.21,0.05
WS2M_MIN,2007,24.0,90.625,0.05,0.13,0.1,0.17,0.05,0.15,0.51,0.17,0.12,0.11,0.13,0.05,0.05
WS2M_MIN,2007,24.0,91.25,0.06,0.15,0.06,0.08,0.16,0.15,0.14,0.15,0.08,0.06,0.05,0.15,0.05
WS2M_MIN,2007,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2007,24.5,88.75,0.07,0.13,0.09,0.08,0.01,0.64,0.09,0.17,0.04,0.04,0.49,0.21,0.01
WS2M_MIN,2007,24.5,89.375,0.15,0.05,0.13,0.25,0.17,0.59,0.05,0.12,0.06,0.17,0.35,0.32,0.05
WS2M_MIN,2007,24.5,90.0,0.13,0.06,0.04,0.65,0.22,0.22,0.13,0.16,0.01,0.08,0.1,0.26,0.01
WS2M_MIN,2007,24.5,90.625,0.07,0.04,0.12,0.18,0.3,0.06,0.06,0.09,0.13,0.07,0.07,0.13,0.04
WS2M_MIN,2007,24.5,91.25,0.06,0.1,0.06,0.05,0.08,0.2,0.13,0.21,0.04,0.06,0.01,0.05,0.01
WS2M_MIN,2007,24.5,91.875,0.04,0.04,0.18,0.12,0.05,0.14,0.18,0.04,0.12,0.05,0.05,0.05,0.04
WS2M_MIN,2007,24.5,92.5,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0
WS2M_MIN,2007,25.0,88.75,0.07,0.09,0.08,0.15,0.12,0.2,0.28,0.15,0.08,0.1,0.58,0.12,0.07
WS2M_MIN,2007,25.0,89.375,0.04,0.14,0.11,0.33,0.05,0.22,0.04,0.18,0.16,0.11,0.06,0.08,0.04
WS2M_MIN,2007,25.0,90.0,0.06,0.05,0.13,0.49,0.21,0.07,0.21,0.14,0.14,0.04,0.05,0.01,0.01
WS2M_MIN,2007,25.0,90.625,0.11,0.05,0.06,0.2,0.11,0.14,0.15,0.06,0.05,0.04,0.09,0.08,0.04
WS2M_MIN,2007,25.0,91.25,0.11,0.03,0.09,0.08,0.07,0.09,0.1,0.13,0.07,0.08,0.28,0.11,0.03
WS2M_MIN,2007,25.0,91.875,0.31,0.12,0.06,0.0,0.07,0.14,0.16,0.06,0.03,0.26,0.1,0.14,0.0
WS2M_MIN,2007,25.0,92.5,0.07,0.11,0.05,0.09,0.09,0.01,0.18,0.07,0.1,0.06,0.16,0.01,0.01
WS2M_MIN,2007,25.5,88.75,0.17,0.08,0.16,0.14,0.14,0.24,0.08,0.08,0.01,0.01,0.37,0.06,0.01
WS2M_MIN,2007,25.5,89.375,0.06,0.12,0.08,0.11,0.11,0.27,0.14,0.08,0.05,0.02,0.46,0.32,0.02
WS2M_MIN,2007,25.5,90.0,0.04,0.04,0.12,0.09,0.05,0.11,0.05,0.06,0.04,0.05,0.07,0.12,0.04
WS2M_MIN,2007,25.5,90.625,0.01,0.03,0.01,0.06,0.02,0.05,0.02,0.02,0.01,0.01,0.0,0.02,0.0
WS2M_MIN,2007,25.5,91.25,0.08,0.06,0.09,0.23,0.04,0.08,0.17,0.15,0.12,0.11,0.08,0.08,0.04
WS2M_MIN,2007,25.5,91.875,0.06,0.06,0.28,0.15,0.05,0.17,0.16,0.1,0.03,0.04,0.05,0.06,0.03
WS2M_MIN,2007,25.5,92.5,0.02,0.01,0.04,0.04,0.07,0.03,0.03,0.03,0.08,0.03,0.06,0.01,0.01
WS2M_MIN,2007,26.0,88.75,0.04,0.01,0.09,0.03,0.04,0.17,0.17,0.09,0.07,0.08,0.08,0.04,0.01
WS2M_MIN,2007,26.0,89.375,0.08,0.05,0.05,0.04,0.18,0.04,0.03,0.05,0.03,0.03,0.01,0.03,0.01
WS2M_MIN,2007,26.0,90.0,0.07,0.08,0.04,0.05,0.11,0.08,0.19,0.04,0.05,0.11,0.06,0.06,0.04
WS2M_MIN,2007,26.0,90.625,0.01,0.02,0.12,0.09,0.06,0.1,0.02,0.17,0.01,0.14,0.19,0.08,0.01
WS2M_MIN,2007,26.0,91.25,0.17,0.16,0.19,0.09,0.09,0.15,0.12,0.03,0.1,0.17,0.14,0.17,0.03
WS2M_MIN,2007,26.0,91.875,0.01,0.03,0.05,0.02,0.04,0.02,0.05,0.1,0.02,0.04,0.16,0.1,0.01
WS2M_MIN,2007,26.0,92.5,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.02,0.0
WS2M_MIN,2008,20.5,88.75,0.2,0.12,0.16,0.34,0.27,1.44,1.58,0.81,0.37,0.62,0.33,0.09,0.09
WS2M_MIN,2008,20.5,89.375,0.87,0.07,0.24,0.54,0.17,0.85,0.5,0.71,0.1,0.62,0.55,0.16,0.07
WS2M_MIN,2008,20.5,90.0,0.65,0.38,0.24,0.1,0.83,1.44,2.4,0.33,0.16,0.27,0.71,0.06,0.06
WS2M_MIN,2008,20.5,90.625,0.35,0.26,0.22,0.17,0.44,2.16,3.64,0.35,0.58,0.18,0.38,0.12,0.12
WS2M_MIN,2008,20.5,91.25,0.05,0.26,0.27,0.36,0.29,1.26,3.39,0.57,0.9,0.01,0.61,0.09,0.01
WS2M_MIN,2008,20.5,91.875,0.2,0.36,0.15,0.34,0.25,0.28,2.87,1.33,0.75,0.18,0.35,0.17,0.15
WS2M_MIN,2008,20.5,92.5,0.11,0.56,0.53,0.2,0.26,0.5,2.3,0.54,0.29,0.16,0.03,0.17,0.03
WS2M_MIN,2008,21.0,88.75,0.74,0.4,0.14,0.43,0.51,0.72,0.65,0.51,0.07,0.71,0.07,0.06,0.06
WS2M_MIN,2008,21.0,89.375,1.17,0.18,0.37,0.94,0.69,0.29,1.3,0.32,0.13,0.1,0.24,0.05,0.05
WS2M_MIN,2008,21.0,90.0,0.77,0.25,0.58,0.57,0.69,0.98,2.12,0.95,0.13,0.21,0.38,0.15,0.13
WS2M_MIN,2008,21.0,90.625,0.31,0.09,0.41,0.23,0.33,2.32,3.28,1.46,0.27,0.11,0.08,0.13,0.08
WS2M_MIN,2008,21.0,91.25,0.08,0.17,0.26,0.64,0.01,1.42,1.12,2.21,0.82,0.1,0.21,0.18,0.01
WS2M_MIN,2008,21.0,91.875,0.09,0.05,0.15,0.42,0.44,0.9,2.06,1.19,0.18,0.09,0.21,0.11,0.05
WS2M_MIN,2008,21.0,92.5,0.04,0.1,0.08,0.03,0.02,0.1,0.42,0.17,0.09,0.04,0.04,0.01,0.01
WS2M_MIN,2008,21.5,88.75,0.1,0.25,0.48,0.21,0.49,0.85,0.47,0.55,0.05,0.52,0.17,0.11,0.05
WS2M_MIN,2008,21.5,89.375,0.42,0.11,0.56,0.39,0.46,0.58,0.22,1.59,0.41,0.2,0.19,0.1,0.1
WS2M_MIN,2008,21.5,90.0,0.23,0.08,1.04,1.16,0.5,0.52,1.54,1.99,1.05,0.17,0.1,0.12,0.08
WS2M_MIN,2008,21.5,90.625,0.41,0.05,0.54,0.53,0.62,0.91,3.08,2.04,0.22,0.19,0.27,0.01,0.01
WS2M_MIN,2008,21.5,91.25,0.24,0.13,0.24,0.47,0.35,0.56,2.38,2.11,0.62,0.07,0.52,0.27,0.07
WS2M_MIN,2008,21.5,91.875,0.18,0.13,0.05,0.3,0.35,0.74,0.81,1.2,0.25,0.08,0.22,0.05,0.05
WS2M_MIN,2008,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2008,22.0,88.75,0.14,0.2,0.62,0.42,0.7,0.51,0.43,0.41,0.12,0.32,0.04,0.12,0.04
WS2M_MIN,2008,22.0,89.375,0.02,0.05,0.4,0.41,0.38,0.39,0.53,0.78,0.24,0.34,0.12,0.04,0.02
WS2M_MIN,2008,22.0,90.0,0.3,0.05,0.06,0.95,0.43,0.62,0.94,1.2,0.32,0.05,0.16,0.01,0.01
